name,online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city_location
Pabrai's Fresh & Naturelle Icecreams,1,0,4.2,132,DessertParlor,IceCream,180.0,Delivery,brigaderoad koramangala7thblock
Chapati House,1,0,3.9,34,QuickBites,NorthIndian,300.0,Delivery,ejipura koramangala7thblock
De Thaali,1,0,3.9,145,CasualDining,NorthIndian Chinese,550.0,Delivery,jayanagar koramangala7thblock
Frozen Bottle,1,0,4.1,240,BeverageShop,Beverages Desserts IceCream,400.0,Delivery,koramangala5thblock koramangala7thblock
Laddoos,1,0,3.4,277,QuickBites DessertParlor,NorthIndian StreetFood Mithai,250.0,Delivery,btm koramangala7thblock
Bakers Town,1,0,3.6,42,Cafe,Cafe Continental FastFood,600.0,Delivery,btm koramangala7thblock
Aalishan Restaurant & Caterer,1,0,3.5,889,CasualDining,NorthIndian Mughlai,650.0,Delivery,koramangala7thblock
Maa Di Hatti,1,0,2.8,137,QuickBites,NorthIndian,500.0,Delivery,koramangala1stblock koramangala7thblock
Paratha Plaza,1,0,3.9,41,QuickBites,NorthIndian,250.0,Delivery,koramangala5thblock koramangala7thblock
Black Kitchen,1,0,3.7,26,QuickBites,Kerala SouthIndian,400.0,Delivery,koramangala6thblock koramangala7thblock
Sri Rajasthani Foods,1,0,3.6,12,QuickBites,Rajasthani NorthIndian,200.0,Delivery,jpnagar koramangala7thblock
Waffle Stories,1,0,4.0,70,DessertParlor,Desserts Beverages,300.0,Delivery,btm koramangala7thblock
Sukh Sagar,1,0,3.8,156,CasualDining,SouthIndian NorthIndian Chinese StreetFood,450.0,Delivery,jayanagar koramangala7thblock
Chung's Chinese Corner,1,0,3.9,225,CasualDining,Chinese,600.0,Delivery,jayanagar koramangala7thblock
Havmor,1,0,3.8,37,DessertParlor,IceCream Desserts,200.0,Delivery,jayanagar koramangala7thblock
Sandwich Hub,1,0,3.4,12,QuickBites,FastFood Sandwich,300.0,Delivery,jayanagar koramangala7thblock
Fresh Pressery Cafe,1,0,4.1,141,Cafe,Cafe HealthyFood Salad Beverages Desserts,1200.0,Delivery,koramangala5thblock koramangala7thblock
Go Native,1,1,4.3,1274,CasualDining Cafe,HealthyFood Cafe Beverages,800.0,Delivery,jayanagar koramangala7thblock
Jayanagara Donne Biryani,1,0,3.6,62,QuickBites,Biryani SouthIndian,400.0,Delivery,jayanagar koramangala7thblock
Cakes & Candles,1,0,3.1,11,Bakery DessertParlor,Bakery Desserts,300.0,Delivery,koramangala5thblock koramangala7thblock
The Rendezvous,1,0,3.7,483,CasualDining,Continental Steak Chinese Salad Desserts Seafood Italian,800.0,Delivery,koramangala4thblock koramangala7thblock
Blue Tokai Coffee Roasters,1,0,4.0,78,Cafe,Cafe Coffee,400.0,Delivery,koramangala8thblock koramangala7thblock
Meat And Eat,1,0,3.6,90,QuickBites,FastFood Burger,500.0,Delivery,koramangala7thblock
Punjab Bistro,1,1,4.4,459,CasualDining Bar,NorthIndian,1500.0,Delivery,koramangala7thblock
Trippy Paradise,1,0,2.6,61,Cafe,Cafe,900.0,Delivery,btm koramangala7thblock
South Tiffins,1,0,3.5,144,QuickBites,SouthIndian,150.0,Delivery,hsr koramangala7thblock
Garden Fresh,1,0,3.9,51,BeverageShop,HealthyFood Juices,200.0,Delivery,btm koramangala7thblock
Tandoor Hut,1,0,4.1,1004,CasualDining,NorthIndian Mughlai Chinese Rolls,700.0,Delivery,koramangala5thblock koramangala7thblock
Grillopia,1,0,3.9,97,QuickBites,Italian American FastFood Wraps Rolls Salad,1000.0,Delivery,btm koramangala7thblock
Tree Top,1,0,3.8,75,CasualDining,Continental Chinese NorthIndian SouthIndian,1000.0,Delivery,wilsongarden koramangala7thblock
Anupam's Coast II Coast,1,0,4.1,845,CasualDining,Seafood Mangalorean NorthIndian Chinese,700.0,Delivery,koramangala6thblock koramangala7thblock
Khana Khazana,1,0,3.7,22,Delivery,NorthIndian,400.0,Delivery,bannerghattaroad koramangala7thblock
Smoor,1,0,4.2,603,DessertParlor,Desserts Beverages,900.0,Delivery,koramangala7thblock
Oldtown Dilli,1,1,4.1,259,CasualDining,Mughlai NorthIndian Turkish Afghan,750.0,Delivery,koramangala4thblock koramangala7thblock
Rajesh Restaurant,1,1,3.5,59,CasualDining,NorthIndian Chinese SouthIndian Continental,700.0,Delivery,hsr koramangala7thblock
Bun Town,1,0,4.0,205,Cafe Bakery,Cafe Bakery,500.0,Delivery,btm koramangala7thblock
Smokey Tribe Restaurant,1,0,3.8,267,CasualDining,NorthEastern Chinese,650.0,Delivery,koramangala7thblock
Shaap,1,0,3.6,207,CasualDining,Kerala Seafood,500.0,Delivery,koramangala5thblock koramangala7thblock
High n Hungry,1,0,2.9,95,Delivery,NorthIndian SouthIndian Chinese FastFood,700.0,Delivery,btm koramangala7thblock
Funky Punjab,1,0,3.8,128,QuickBites,NorthIndian Chinese,400.0,Delivery,btm koramangala7thblock
Sreeraj Lassi Bar,1,0,3.9,61,BeverageShop,Beverages Desserts Juices,150.0,Delivery,shantinagar koramangala7thblock
Biggies Burger 'n' More,1,0,3.8,108,QuickBites,Cafe Burger FastFood,400.0,Delivery,koramangala6thblock koramangala7thblock
Little Kitchen,1,0,3.6,82,QuickBites,Salad Biryani Chinese NorthIndian Kerala Desserts Seafood SouthIndian,400.0,Delivery,koramangala1stblock koramangala7thblock
RBP Greens Garden,1,0,2.7,48,CasualDining,NorthIndian Chinese,700.0,Delivery,btm koramangala7thblock
Rooftop Cafe,1,0,4.1,804,Cafe,Cafe FastFood Beverages,400.0,Delivery,jayanagar koramangala7thblock
Thanco's Natural Ice Cream,1,0,3.6,28,DessertParlor,IceCream Desserts,450.0,Delivery,btm koramangala7thblock
Bubblewrap Waffle Co.,1,0,4.4,362,DessertParlor,Desserts Beverages,400.0,Delivery,jayanagar koramangala7thblock
Buff Buffet Buff,1,1,4.5,3170,CasualDining Bar,NorthIndian Chinese Continental Thai Salad,1500.0,Delivery,koramangala5thblock koramangala7thblock
All Aromas,1,0,3.4,6,QuickBites,NorthIndian Biryani,400.0,Delivery,jayanagar koramangala7thblock
Mangala Hotel,1,0,3.6,97,QuickBites,Kerala Chinese NorthIndian,300.0,Delivery,koramangala1stblock koramangala7thblock
Burger Lounge,1,0,3.5,76,QuickBites,Burger FastFood Beverages,600.0,Delivery,koramangala5thblock koramangala7thblock
Krishna Vaibhava,1,0,3.6,42,CasualDining,NorthIndian SouthIndian,350.0,Delivery,btm koramangala7thblock
Mid-Night Crunch,1,0,3.7,456,Takeaway Delivery,NorthIndian Chinese,400.0,Delivery,hsr koramangala7thblock
Magic Meals,1,0,3.7,44,QuickBites DessertParlor,FastFood Desserts Beverages,400.0,Delivery,jayanagar koramangala7thblock
Chaiwala,1,0,3.1,54,QuickBites,FastFood,100.0,Delivery,koramangala1stblock koramangala7thblock
Salut,1,1,4.1,447,Pub CasualDining,Continental FingerFood Seafood Pizza,1200.0,Delivery,jayanagar koramangala7thblock
C Kosila Kitchen,1,0,3.1,8,QuickBites,NorthIndian,300.0,Delivery,ejipura koramangala7thblock
Call A Cake,1,0,3.6,41,Delivery,Bakery,500.0,Delivery,btm koramangala7thblock
Swad 'E' Punjab,1,0,3.6,51,CasualDining,NorthIndian Chinese Mughlai,500.0,Delivery,hsr koramangala7thblock
Hotel Aradhana,1,0,3.7,51,QuickBites,NorthIndian,300.0,Delivery,bannerghattaroad koramangala7thblock
LayerBite,1,0,3.8,10,Bakery,Bakery Desserts Beverages,450.0,Delivery,btm koramangala7thblock
Hotel Tom's Restaurant,1,0,4.0,72,CasualDining,Mangalorean Seafood Chinese NorthIndian,1000.0,Delivery,koramangala6thblock koramangala7thblock
Roundup Cafe,1,1,4.2,515,Cafe,Cafe Continental Beverages,800.0,Delivery,koramangala5thblock koramangala7thblock
Hotel Food Lands,1,0,3.8,57,CasualDining,Seafood Mangalorean,700.0,Delivery,koramangala7thblock
Shudh Desi Khana,1,0,3.5,18,QuickBites,NorthIndian Chinese,200.0,Delivery,koramangala1stblock koramangala7thblock
Dessi Cuppa,1,0,3.4,6,BeverageShop,Beverages FastFood,250.0,Delivery,btm koramangala7thblock
Nandhanus Rasoi,1,0,3.4,9,QuickBites,Chinese Rolls NorthIndian,200.0,Delivery,jayanagar koramangala7thblock
New Royal Treat,1,0,2.8,102,QuickBites,NorthIndian Chinese,350.0,Delivery,bannerghattaroad koramangala7thblock
Black Deer,1,0,4.4,149,Takeaway Delivery,Beverages Desserts,350.0,Delivery,koramangala5thblock koramangala7thblock
Al Swaad Take Away,1,0,3.1,13,QuickBites,NorthIndian SouthIndian Arabian,350.0,Delivery,richmondroad koramangala7thblock
Tandoor Merchant,1,0,3.4,25,Takeaway Delivery,NorthIndian Chinese FastFood,500.0,Delivery,btm koramangala7thblock
3 Spice,1,0,3.9,156,CasualDining,NorthIndian Chinese,450.0,Delivery,wilsongarden koramangala7thblock
Bhavani Chats N Juice,1,0,3.9,93,QuickBites,Beverages StreetFood,200.0,Delivery,jayanagar koramangala7thblock
Prawn Crunch,1,0,3.3,8,QuickBites,FastFood Seafood,400.0,Delivery,btm koramangala7thblock
Foreign Caf,1,0,3.8,44,Delivery,Continental,500.0,Delivery,koramangala7thblock
Parathe Wali Gali,1,0,3.8,38,QuickBites,NorthIndian,250.0,Delivery,wilsongarden koramangala7thblock
Miss Momo,1,0,3.3,13,QuickBites,Tibetan Momos,250.0,Delivery,btm koramangala7thblock
Hatti Kaapi,1,0,3.9,237,QuickBites,SouthIndian Beverages,200.0,Delivery,koramangala5thblock koramangala7thblock
Paratha Singh Pakora King,1,0,3.7,36,QuickBites,Rajasthani NorthIndian StreetFood,300.0,Delivery,koramangala6thblock koramangala7thblock
Golden China,1,0,3.6,23,QuickBites,Chinese,300.0,Delivery,koramangala1stblock koramangala7thblock
Kaati Zone,1,0,3.4,6,QuickBites,FastFood Biryani Rolls,350.0,Delivery,koramangala6thblock koramangala7thblock
Drunken Monkey,1,0,4.2,115,BeverageShop QuickBites,Beverages FastFood,400.0,Delivery,btm koramangala7thblock
World of Waffles,1,0,3.9,182,DessertParlor,Desserts,400.0,Delivery,jpnagar koramangala7thblock
Shake It Off,1,0,4.4,659,BeverageShop QuickBites,Beverages FastFood,600.0,Delivery,jayanagar koramangala7thblock
Burger Garden,1,0,3.4,7,Delivery,FastFood Burger Desserts Cafe,300.0,Delivery,southbangalore koramangala7thblock
Chinese House,1,0,2.8,20,QuickBites,Chinese Thai Momos,300.0,Delivery,jayanagar koramangala7thblock
Mid Night Hunting,1,0,3.7,127,Takeaway Delivery,FastFood Italian,300.0,Delivery,ejipura koramangala7thblock
Chilld Monk,1,0,3.5,9,DessertParlor,Desserts IceCream,250.0,Delivery,btm koramangala7thblock
Fillers,1,0,3.9,140,QuickBites,NorthIndian FastFood,300.0,Delivery,btm koramangala7thblock
Goli Vada Pav No. 1,1,0,3.7,215,QuickBites,StreetFood,200.0,Delivery,koramangala5thblock koramangala7thblock
Chai Makhani,1,0,3.5,11,BeverageShop,Beverages Tea,100.0,Delivery,koramangala5thblock koramangala7thblock
The London Shakes,1,0,3.5,14,BeverageShop,Beverages FastFood,400.0,Delivery,btm koramangala7thblock
Sagar Fast Food,1,0,4.0,76,QuickBites,SouthIndian NorthIndian FastFood,300.0,Delivery,koramangala3rdblock koramangala7thblock
In Wok,1,0,3.6,118,CasualDining,Chinese,500.0,Delivery,richmondroad koramangala7thblock
Hotel Parampare,1,0,2.9,13,CasualDining,NorthIndian Mughlai Biryani,600.0,Delivery,koramangala7thblock
Big Mishra Pedha,1,0,2.9,24,SweetShop,Mithai,250.0,Delivery,jayanagar koramangala7thblock
Indus Family Restaurant,1,0,3.8,117,CasualDining,NorthIndian Biryani Chinese,600.0,Delivery,btm koramangala7thblock
Juice Junction,1,0,3.7,17,BeverageShop,Juices FastFood,200.0,Delivery,hsr koramangala7thblock
World In A Bowl,1,0,3.6,20,Delivery,Continental NorthIndian Desserts Beverages,600.0,Delivery,koramangala7thblock
China Bowl,1,0,3.9,457,CasualDining,Chinese,1000.0,Delivery,koramangala6thblock koramangala7thblock
Desi Dhaba,1,0,3.3,13,Delivery,NorthIndian Chinese,400.0,Delivery,btm koramangala7thblock
Drunkling - Sizzlers and Pub,1,1,4.4,348,CasualDining Bar,Chinese Continental NorthIndian Burger Pizza Seafood,1000.0,Delivery,koramangala5thblock koramangala7thblock
Juicy Momos,1,0,3.1,21,FoodCourt,Tibetan Momos,250.0,Delivery,bannerghattaroad koramangala7thblock
White Elefan Coffee and Snack Bar,1,0,3.9,44,QuickBites,Coffee FastFood Chinese Beverages,550.0,Delivery,koramangala6thblock koramangala7thblock
Juice Junction,1,0,4.0,139,BeverageShop QuickBites,Juices FastFood SouthIndian Chinese,200.0,Delivery,koramangala5thblock koramangala7thblock
Shanthi Sagar,1,0,3.4,9,QuickBites,SouthIndian,250.0,Delivery,koramangala6thblock koramangala7thblock
Kabab Ghar,1,0,3.3,14,Takeaway Delivery,Biryani NorthIndian Kebab,600.0,Delivery,btm koramangala7thblock
Ibaco,1,0,4.2,349,DessertParlor,Desserts,300.0,Delivery,koramangala4thblock koramangala7thblock
Panther Cafe,1,0,3.5,8,BeverageShop,Beverages,200.0,Delivery,btm koramangala7thblock
InnerChef,1,0,3.8,153,Delivery,NorthIndian Continental,500.0,Delivery,koramangala7thblock
Fava Bistro,1,1,4.4,387,CasualDining Bar,Mediterranean Pizza Italian Beverages,1500.0,Delivery,koramangala5thblock koramangala7thblock
Oogway express,1,0,3.4,9,CasualDining,Chinese Thai Momos,600.0,Delivery,hsr koramangala7thblock
Royal Paris,1,0,3.8,72,CasualDining,NorthIndian Arabian Chinese,1000.0,Delivery,btm koramangala7thblock
Udupi Thaja Thindi,1,0,2.9,42,QuickBites,NorthIndian SouthIndian Chinese FastFood,250.0,Delivery,btm koramangala7thblock
Sulemani Chichas,1,0,4.1,362,Takeaway Delivery,Biryani Hyderabadi Kebab,400.0,Delivery,koramangala5thblock koramangala7thblock
Sri Nandi Grand,1,0,3.4,7,QuickBites,NorthIndian SouthIndian,300.0,Delivery,btm koramangala7thblock
The Yogisthaan Cafe,1,0,4.1,61,Cafe,Cafe HealthyFood Salad Beverages,600.0,Delivery,koramangala2ndblock koramangala7thblock
Chatter Platter,1,0,3.4,30,QuickBites,NorthIndian Chinese Rolls FastFood,300.0,Delivery,btm koramangala7thblock
Magnolia,1,1,4.1,676,CasualDining,Chinese Thai Asian,900.0,Delivery,koramangala3rdblock koramangala7thblock
Coffee Tea & More,1,0,4.0,64,QuickBites,Beverages Sandwich,150.0,Delivery,koramangala5thblock koramangala7thblock
Biryani Foodies,1,0,3.1,7,QuickBites,Biryani Mughlai,500.0,Delivery,koramangala5thblock koramangala7thblock
Tim Tai,1,1,4.4,3677,CasualDining,Chinese Thai Asian Malaysian Vietnamese SriLankan Burmese,1400.0,Delivery,koramangala5thblock koramangala7thblock
Sri Sankara Cafe,1,0,3.6,26,QuickBites,SouthIndian,100.0,Delivery,btm koramangala7thblock
Popsies,1,0,3.9,823,CasualDining,Chinese Momos,750.0,Delivery,koramangala5thblock koramangala7thblock
Bhaijaan Barbeques,1,0,3.5,9,FoodTruck,Mughlai Arabian BBQ,200.0,Delivery,southbangalore koramangala7thblock
Mountain Spice,1,0,3.9,188,QuickBites,Chinese Nepalese Tibetan Momos,400.0,Delivery,koramangala8thblock koramangala7thblock
Kolkata Famous Katti Rolls,1,0,3.7,36,Takeaway Delivery,FastFood Rolls,200.0,Delivery,btm koramangala7thblock
Eshanya,1,1,4.1,1082,CasualDining,NorthIndian Chinese,1000.0,Delivery,jayanagar koramangala7thblock
Mudpipe Cafe,1,1,4.5,1880,Cafe,Cafe Continental Burger,900.0,Delivery,btm koramangala7thblock
Vyanjan,1,0,3.9,203,QuickBites,NorthIndian StreetFood,300.0,Delivery,btm koramangala7thblock
Crawl Street,1,1,4.3,2577,Bar,Continental FingerFood NorthIndian Chinese,1200.0,Delivery,koramangala5thblock koramangala7thblock
Rayaan's BBQ,1,0,3.2,6,QuickBites,NorthIndian BBQ,350.0,Delivery,btm koramangala7thblock
Litti Twist,1,0,4.2,465,QuickBites,NorthIndian Bihari,300.0,Delivery,btm koramangala7thblock
Raj Rasoi,1,0,3.5,12,QuickBites,NorthIndian Chinese,250.0,Delivery,ejipura koramangala7thblock
Mecaf Family Restaurant,1,0,3.9,214,CasualDining,NorthIndian Chinese FastFood Rolls Beverages,600.0,Delivery,btm koramangala7thblock
Kwality Cakes N Bakes,1,0,3.7,93,Bakery,Bakery Desserts,400.0,Delivery,hsr koramangala7thblock
Hotel Reddy Bhavan,1,0,3.4,11,QuickBites,Biryani NorthIndian Chinese Andhra,300.0,Delivery,hsr koramangala7thblock
Hot Cross Bun,1,0,3.3,4,Takeaway Delivery,FastFood,500.0,Delivery,koramangala6thblock koramangala7thblock
Sai Mango Tree,1,0,3.6,45,CasualDining,NorthIndian Chinese,500.0,Delivery,btm koramangala7thblock
Grand Gowdru Hotel,1,0,3.4,31,CasualDining,SouthIndian NorthIndian Chinese,700.0,Delivery,koramangala6thblock koramangala7thblock
Anika's India Kitchen,1,0,3.3,6,Delivery,Biryani NorthIndian,250.0,Delivery,hsr koramangala7thblock
Pop Hop,1,0,4.1,206,DessertParlor,IceCream Desserts,300.0,Delivery,jayanagar koramangala7thblock
Via Milano,1,1,4.2,1627,CasualDining,Salad Italian Desserts Pizza,1500.0,Delivery,koramangala4thblock koramangala7thblock
City Durbar,1,0,3.7,72,CasualDining,NorthIndian Chinese Biryani,450.0,Delivery,jayanagar koramangala7thblock
Chai Galli,1,0,4.4,481,Cafe,Cafe Tea StreetFood,450.0,Delivery,koramangala5thblock koramangala7thblock
KKR Foodies,1,0,3.7,42,QuickBites,FastFood NorthIndian,400.0,Delivery,btm koramangala7thblock
Nawab-E-Khana,1,0,3.2,30,QuickBites,NorthIndian Biryani,500.0,Delivery,btm koramangala7thblock
Yummy Biryani,1,0,3.8,41,QuickBites,Biryani,200.0,Delivery,koramangala7thblock
Bawarchi Biryani,1,0,3.4,65,QuickBites,Biryani SouthIndian,350.0,Delivery,koramangala6thblock koramangala7thblock
Borah's Kitchen,1,0,3.3,12,QuickBites,NorthIndian Chinese,250.0,Delivery,btm koramangala7thblock
Smoke - The Sizzler House,1,1,4.0,1391,CasualDining,Continental Chinese Thai Italian BBQ Steak,1100.0,Delivery,koramangala7thblock
Kalpavriksha Upahara,1,0,4.0,128,QuickBites,SouthIndian NorthIndian Chinese,400.0,Delivery,jayanagar koramangala7thblock
Dosalicious,1,0,3.3,7,QuickBites,SouthIndian,150.0,Delivery,koramangala6thblock koramangala7thblock
Punjabi Raswada,1,1,3.5,432,CasualDining,NorthIndian,800.0,Delivery,jayanagar koramangala7thblock
Samosa Express,1,0,3.1,9,QuickBites,StreetFood,200.0,Delivery,btm koramangala7thblock
Malabar Mandra,1,0,3.6,45,CasualDining,Kerala Chinese,700.0,Delivery,koramangala1stblock koramangala7thblock
Banjara Melting Pot,1,1,4.2,767,CasualDining,NorthIndian Chinese Seafood,1700.0,Delivery,koramangala4thblock koramangala7thblock
The Grillo,1,1,2.8,80,CasualDining,NorthIndian Mughlai Chinese SouthIndian Mangalorean,700.0,Delivery,jayanagar koramangala7thblock
Brew Meister,1,1,4.1,983,Microbrewery CasualDining,NorthIndian Continental FingerFood American Asian,1500.0,Delivery,jayanagar koramangala7thblock
Quench & Crunch,1,0,3.6,23,BeverageShop,Beverages FastFood,150.0,Delivery,shantinagar koramangala7thblock
On The Nose,1,0,3.8,616,Cafe,Cafe Italian Mexican Chinese,600.0,Delivery,btm koramangala7thblock
Donne Biriyani House,1,0,3.5,408,QuickBites,Biryani Andhra Kebab,400.0,Delivery,jayanagar koramangala7thblock
Karachi Bakery,1,0,3.4,6,Bakery,Bakery Desserts,400.0,Delivery,koramangala5thblock koramangala7thblock
Kapoor's Biriyani,1,0,3.3,334,QuickBites,Biryani NorthIndian,400.0,Delivery,btm koramangala7thblock
Shree Saraswathi Sweets Centre,1,0,3.6,18,SweetShop,Mithai StreetFood,100.0,Delivery,koramangala1stblock koramangala7thblock
Kaapi Kendra,1,0,3.7,17,QuickBites,SouthIndian,100.0,Delivery,jayanagar koramangala7thblock
Just Chill,1,0,3.4,54,BeverageShop,Beverages,250.0,Delivery,btm koramangala7thblock
Graffitea,1,0,3.7,16,BeverageShop QuickBites,Beverages FastFood,200.0,Delivery,btm koramangala7thblock
Paratha Darbar,1,0,3.5,15,QuickBites,NorthIndian,400.0,Delivery,koramangala1stblock koramangala7thblock
Cafe D'hide,1,1,4.2,876,Cafe,Cafe American Continental Italian,600.0,Delivery,koramangala5thblock koramangala7thblock
Hang10 Resto N Cafe,1,0,3.7,101,CasualDining,NorthIndian Chinese Beverages,800.0,Delivery,btm koramangala7thblock
Taj Darbar,1,0,3.8,149,CasualDining,Biryani Mughlai Chinese,600.0,Delivery,koramangala5thblock koramangala7thblock
Calicut Durbar,1,0,3.8,57,QuickBites,Arabian NorthIndian,500.0,Delivery,koramangala7thblock
ReadyBowl,1,0,3.7,69,Delivery,Andhra SouthIndian NorthIndian Biryani,400.0,Delivery,btm koramangala7thblock
A.M New Punjab Food Corner,1,0,3.5,21,QuickBites,NorthIndian Chinese,350.0,Delivery,koramangala1stblock koramangala7thblock
Aubree Le Chocolatier,1,0,3.6,19,DessertParlor,Desserts,300.0,Delivery,koramangala6thblock koramangala7thblock
Sri Ganesh Fruit Juice Centre,1,0,3.2,4,BeverageShop,Juices Beverages,100.0,Delivery,koramangala6thblock koramangala7thblock
Milk N Shakes,1,0,3.7,47,BeverageShop,Beverages,300.0,Delivery,koramangala8thblock koramangala7thblock
Central Jail Restaurant,1,0,3.7,423,CasualDining,Andhra Seafood NorthIndian Chinese,700.0,Delivery,jayanagar koramangala7thblock
Biriyaniz,1,0,3.5,304,Takeaway Delivery,Biryani NorthIndian Chinese Andhra,400.0,Delivery,hsr koramangala7thblock
Bella,1,1,3.9,143,CasualDining,Mangalorean Seafood SouthIndian,1000.0,Delivery,jayanagar koramangala7thblock
Pingara,1,0,3.8,94,CasualDining,NorthIndian Chinese Mangalorean,600.0,Delivery,koramangala1stblock koramangala7thblock
Baskin Robbins,1,0,3.8,23,DessertParlor,IceCream Desserts,250.0,Delivery,koramangala3rdblock koramangala7thblock
Caf Mor'ish,1,0,4.1,115,Cafe,BBQ Continental Burger Wraps Pizza Cafe,700.0,Delivery,richmondroad koramangala7thblock
